gen,evals,sigma,success_rate,c1,cmu,lambda,min_var,max_var,niche
734,5367,3057.125285335542,1.0,0.1502244287522023,0.01,5,1e-12,1.2091688463898531e-12,0
735,5372,3005.387130275323,0.8,0.16524687162742255,0.01,5,1e-12,1.3309880488400156e-12,0
736,5377,2807.7204740727893,1.0,0.18177155879016482,0.01,5,1e-12,1.453242739720937e-12,0
737,5382,2599.737317157001,1.0,0.19994871466918132,0.01,5,1e-12,1.2989756903088585e-12,0
738,5387,2421.5429593555245,1.0,0.21994358613609946,0.01,5,1e-12,1.519226263090423e-12,0
739,5392,2304.7293904268627,1.0,0.24193794474970942,0.01,5,1e-12,1.907842163982383e-12,0
740,5397,2174.1494427879556,1.0,0.26613173922468036,0.01,5,1e-12,1.64866295214222e-12,0
741,5402,2131.6374047829054,1.0,0.2927449131471484,0.01,5,1e-12,2.448688222512656e-12,0
742,5407,2213.0355516533255,1.0,0.3220194044618633,0.01,5,1e-12,2.334432507926679e-12,0
743,5412,2214.1654277443217,1.0,0.35422134490804963,0.01,5,1e-12,2.7451618594079927e-12,0
744,5417,2219.0763775180108,1.0,0.38964347939885463,0.01,5,1e-12,2.4688324615662947e-12,0
745,5422,2260.964700193041,1.0,0.42860782733874014,0.01,5,1e-12,2.1770183321466383e-12,0
746,5427,2294.929222651946,1.0,0.4714686100726142,0.01,5,1e-12,1.685408914222942e-12,0
747,5432,2223.078612136087,1.0,0.5186154710798757,0.01,5,1e-12,1.4459309778742132e-12,0
748,5437,2152.5440910279403,0.8,0.5704770181878633,0.01,5,1e-12,3.4944893033448405e-12,0
749,5442,2148.7609937663387,1.0,0.6275247200066497,0.01,5,1e-12,3.20487944419601e-12,0
750,5447,2152.612620690268,1.0,0.6902771920073147,0.01,5,1e-12,3.823580679228133e-12,0
751,5452,2143.216051651825,1.0,0.7593049112080463,0.01,5,1e-12,3.4482586585146286e-12,0
752,5457,2202.8695974926754,1.0,0.8352354023288511,0.01,5,1e-12,2.4297628154613514e-12,0
753,5462,2240.555295704069,1.0,0.9,0.01,5,1e-12,1.4541659817689677e-12,0
754,5467,2222.6982014783234,1.0,0.9,0.01,5,1e-12,2.4048415461665734e-12,0
755,5472,2109.206369681765,1.0,0.9,0.01,5,1e-12,5.228288687696929e-12,0
756,5477,2102.2410343756433,1.0,0.9,0.01,5,1e-12,7.439537463865457e-12,0
757,5482,2091.2235436259543,0.8,0.9,0.01,5,1e-12,9.388640458478884e-12,0
758,5487,2048.091641786756,1.0,0.9,0.01,5,1e-12,9.799166428549959e-12,0
759,5492,1944.1769537711114,1.0,0.9,0.01,5,1e-12,1.7710774794808688e-12,0
760,5497,1885.7512703247314,1.0,0.9,0.01,5,1e-12,1.857829614848436e-12,0
761,5502,1843.8180027519443,1.0,0.9,0.01,5,1e-12,1.821131354597281e-12,0
762,5507,1829.97132390948,1.0,0.9,0.01,5,1e-12,4.2132992757575914e-12,0
763,5512,1875.6758187497826,1.0,0.9,0.01,5,1e-12,4.742583295978152e-12,0
764,5517,1885.2472685776136,1.0,0.9,0.01,5,1e-12,3.668507443038581e-12,0
765,5522,1883.1627054093187,1.0,0.9,0.01,5,1e-12,5.995401867954047e-12,0
766,5527,1782.1891969891478,0.8,0.9,0.01,5,1e-12,3.319868437738044e-12,0
767,5532,1769.3823256524524,1.0,0.9,0.01,5,1e-12,3.775159166124821e-12,0
768,5537,1761.3524899992262,1.0,0.9,0.01,5,1e-12,5.54506100754508e-12,0
769,5542,1698.8244581434515,1.0,0.9,0.01,5,1e-12,5.717133648880492e-12,0
770,5547,1633.93370901621,1.0,0.9,0.01,5,1e-12,1.0918857218527473e-11,0
771,5552,1613.1755486087175,0.8,0.9,0.01,5,1e-12,1.1000700834049975e-11,0
772,5557,1595.94925262142,1.0,0.9,0.01,5,1e-12,9.581678608249395e-12,0
773,5562,1609.1132369224435,1.0,0.9,0.01,5,1e-12,5.2590099050326155e-12,0
774,5567,1506.5969458351065,1.0,0.9,0.01,5,1e-12,5.7250565865994e-12,0
775,5572,1441.5730774322228,1.0,0.9,0.01,5,1e-12,3.387693693132912e-12,0
776,5577,1363.8533374819324,1.0,0.9,0.01,5,1e-12,1.1967946509910186e-12,0
777,5582,1246.3811552939574,1.0,0.9,0.01,5,1e-12,2.1305146415349444e-12,0
778,5587,1251.3193568584,1.0,0.9,0.01,5,1e-12,3.54015890338968e-12,0
779,5592,1219.2568125598611,1.0,0.9,0.01,5,1e-12,3.42313951422521e-12,0
780,5597,1208.659432192894,1.0,0.9,0.01,5,1e-12,3.048599417032014e-12,0
781,5602,1215.9286772545383,1.0,0.9,0.01,5,1e-12,1.9086644662835946e-12,0
782,5607,1179.8395707484967,1.0,0.9,0.01,5,1e-12,2.464750945901001e-12,0
783,5612,1118.2433232135022,1.0,0.9,0.01,5,1e-12,2.7920275778209e-12,0
784,5617,1124.9839478586966,1.0,0.9,0.01,5,1e-12,3.8615624516124535e-12,0
785,5622,1198.5209465666464,0.8,0.9,0.01,5,1e-12,3.1548030309297516e-12,0
786,5627,1252.0186491858494,1.0,0.9,0.01,5,1e-12,2.4762246289218345e-12,0
787,5632,1238.8214923724956,1.0,0.9,0.01,5,1e-12,5.018179605330423e-12,0
788,5637,1314.1121382779017,1.0,0.9,0.01,5,1e-12,4.370660978843394e-12,0
789,5642,1384.4725651497467,1.0,0.9,0.01,5,1e-12,2.384637283184781e-12,0
790,5647,1469.6065832643205,1.0,0.9,0.01,5,1e-12,2.0601740892472163e-12,0
791,5652,1394.3736032371382,1.0,0.9,0.01,5,1e-12,4.1255668195332194e-12,0
792,5657,1359.4677507436343,1.0,0.9,0.01,5,1e-12,6.007390050930154e-12,0
793,5662,1320.7149276974724,1.0,0.9,0.01,5,1e-12,5.086492508717907e-12,0
794,5667,1254.7611671226803,1.0,0.9,0.01,5,1e-12,1.0906633619219998e-11,0
795,5672,1176.4501504352086,1.0,0.9,0.01,5,1e-12,6.004804984228559e-12,0
796,5677,1143.6200337142766,1.0,0.9,0.01,5,1e-12,1.1546149695341498e-11,0
797,5682,1077.6261532476758,1.0,0.9,0.01,5,1e-12,6.649868627620843e-12,0
798,5687,1014.7261900940227,1.0,0.9,0.01,5,1e-12,2.635159250692154e-12,0
799,5692,1053.6856247957505,1.0,0.9,0.01,5,1e-12,6.162001974841754e-12,0
800,5697,1054.631710926672,1.0,0.9,0.01,5,1e-12,6.500801344734992e-12,0
801,5702,1017.6447900727127,1.0,0.9,0.01,5,1e-12,7.337534851337723e-12,0
802,5707,1009.6307621224099,1.0,0.9,0.01,5,1e-12,4.0099830033345985e-12,0
803,5712,1067.6509147338888,1.0,0.9,0.01,5,1e-12,2.4847279057523825e-12,0
804,5717,1162.0637467623312,1.0,0.9,0.01,5,1e-12,2.2022376569214035e-12,0
805,5722,1212.6034463953677,1.0,0.9,0.01,5,1e-12,2.4285108043843943e-12,0
806,5727,1361.571923667299,1.0,0.9,0.01,5,1e-12,2.0562344358440666e-12,0
807,5732,1512.7553935259946,0.6,0.9,0.01,5,1e-12,3.2507068042507186e-12,0
808,5737,1699.4223739852305,1.0,0.9,0.01,5,1e-12,1.7686161597187064e-12,0
809,5742,1872.347408728006,1.0,0.9,0.01,5,1e-12,1.698691098025783e-12,0
810,5747,1906.7441576514345,1.0,0.9,0.01,5,1e-12,2.0262428595076205e-12,0
811,5752,1879.182047311596,1.0,0.9,0.01,5,1e-12,1.5682742192653735e-12,0
812,5757,1867.284614327425,1.0,0.9,0.01,5,1e-12,1.6738457947878362e-12,0
813,5762,1888.8253491946086,1.0,0.9,0.01,5,1e-12,2.6658198069032224e-12,0
814,5767,1807.0312009412078,1.0,0.9,0.01,5,1e-12,1.969658545205014e-12,0
815,5772,1802.7042729612128,1.0,0.9,0.01,5,1e-12,3.0800515925057013e-12,0
816,5777,1731.001921508714,1.0,0.9,0.01,5,1e-12,1.6917325411211479e-12,0
817,5782,1748.6041019187733,1.0,0.9,0.01,5,1e-12,1.9231477180862332e-12,0
818,5787,1713.4717373099202,1.0,0.9,0.01,5,1e-12,1.879695392518595e-12,0
819,5792,1671.9240158215966,1.0,0.9,0.01,5,1e-12,2.7343642874928128e-12,0
820,5797,1699.0662534377573,1.0,0.9,0.01,5,1e-12,2.900133262391725e-12,0
821,5802,1761.2400232257241,1.0,0.9,0.01,5,1e-12,1.6899257282518483e-12,0
822,5807,1782.483048448693,1.0,0.9,0.01,5,1e-12,3.951140026241908e-12,0
823,5812,1762.4815871876472,0.8,0.9,0.01,5,1e-12,3.3877765347637354e-12,0
824,5817,1763.6272690236322,1.0,0.9,0.01,5,1e-12,2.729478950368578e-12,0
825,5822,1753.1741428280861,1.0,0.9,0.01,5,1e-12,2.07696692484923e-12,0
826,5827,1698.7690524942127,1.0,0.9,0.01,5,1e-12,2.439063600896625e-12,0
827,5832,1640.46501634486,1.0,0.9,0.01,5,1e-12,2.7301450647365453e-12,0
828,5837,1619.6393653620007,1.0,0.9,0.01,5,1e-12,1.7314315438706445e-12,0
829,5842,1615.2309450420487,1.0,0.9,0.01,5,1e-12,1.80958610858962e-12,0
830,5847,1636.5704400773068,1.0,0.9,0.01,5,1e-12,1.4348288726333385e-12,0
831,5852,1660.1274391714003,1.0,0.9,0.01,5,1e-12,1.5971774522346028e-12,0
832,5857,1569.2763171386173,1.0,0.9,0.01,5,1e-12,2.7286738592491613e-12,0
833,5862,1448.2834988553018,1.0,0.9,0.01,5,1e-12,5.610131945750513e-12,0
834,5867,1406.1349502544638,1.0,0.9,0.01,5,1e-12,1.5356362005940032e-11,0
835,5872,1352.9025346625895,1.0,0.9,0.01,5,1e-12,1.632860398376813e-11,0
836,5877,1385.7024315442295,0.8,0.9,0.01,5,1e-12,9.755692210032848e-12,0
837,5882,1420.5612264548174,1.0,0.9,0.01,5,1e-12,9.794075761871914e-12,0
838,5887,1454.4383755936085,1.0,0.9,0.01,5,1e-12,8.14938044037168e-12,0
839,5892,1515.1701244235155,1.0,0.9,0.01,5,1e-12,5.211320747233303e-12,0
840,5897,1570.9723598897453,1.0,0.9,0.01,5,1e-12,3.764869181698032e-12,0
841,5902,1611.85490985023,1.0,0.9,0.01,5,1e-12,3.2895371681039836e-12,0
842,5907,1697.095272091173,1.0,0.9,0.01,5,1e-12,2.6402952141049077e-12,0
843,5912,1858.3455558806086,1.0,0.9,0.01,5,1e-12,1.6129275724246033e-12,0
844,5917,2026.4107289746953,1.0,0.9,0.01,5,1e-12,1.5714218999945325e-12,0
845,5922,2064.6312331686313,1.0,0.9,0.01,5,1e-12,1.7036851131489797e-12,0
846,5927,2108.130088957386,1.0,0.9,0.01,5,1e-12,1.5966640024602323e-12,0
847,5932,2091.391670916153,1.0,0.9,0.01,5,1e-12,1.307475526068031e-12,0
848,5937,1992.967400685723,1.0,0.9,0.01,5,1e-12,1.859449024320396e-12,0
849,5942,1900.824648307343,1.0,0.9,0.01,5,1e-12,1.5696829074688628e-12,0
850,5947,1885.3204574618605,1.0,0.9,0.01,5,1e-12,2.5974259344576025e-12,0
851,5952,1780.6395861383412,1.0,0.9,0.01,5,1e-12,2.3953300471182818e-12,0
852,5957,1658.1667192560467,1.0,0.9,0.01,5,1e-12,2.7582115056567638e-12,0
853,5962,1599.4875250192079,1.0,0.9,0.01,5,1e-12,2.9192615964059095e-12,0
854,5967,1608.2094383887759,1.0,0.9,0.01,5,1e-12,3.222400314227604e-12,0
855,5972,1676.4022955524845,1.0,0.9,0.01,5,1e-12,5.850720361536808e-12,0
856,5977,1662.803948974499,1.0,0.9,0.01,5,1e-12,4.889025711226253e-12,0
857,5982,1637.4483828654572,1.0,0.9,0.01,5,1e-12,3.613206687025797e-12,0
858,5987,1632.8117861788874,1.0,0.9,0.01,5,1e-12,8.019754647480249e-12,0
859,5992,1616.852004708978,1.0,0.9,0.01,5,1e-12,4.895887979529904e-12,0
860,5997,1573.8715651304185,0.8,0.9,0.01,5,1e-12,1.8542800107244405e-11,0
861,6002,1553.5306427165458,1.0,0.9,0.01,5,1e-12,2.2350365439636246e-11,0
862,6007,1601.2012221284424,0.6,0.9,0.01,5,1e-12,6.279239360421902e-11,0
863,6012,1565.41773119637,0.8,0.9,0.01,5,1e-12,4.169654856371523e-11,0
864,6017,1563.452115127323,0.6,0.9,0.01,5,1e-12,4.90230376771314e-11,0
865,6022,1629.0290859922725,0.8,0.9,0.01,5,1e-12,5.6943204703848326e-11,0
866,6027,1737.51447287655,0.8,0.9,0.01,5,1e-12,8.904264301580752e-11,0
867,6032,1771.8364759129101,0.8,0.9,0.01,5,1e-12,7.088857020189991e-11,0
868,6037,1830.9773949563835,0.6,0.9,0.01,5,1e-12,1.971697326526438e-10,0
869,6042,1784.3676098217766,1.0,0.9,0.01,5,1e-12,1.3616841689286095e-10,0
870,6047,1716.4618477918837,0.4,0.9,0.01,5,1e-12,1.0370973289030754e-10,0
871,6052,1712.4996108365194,0.4,0.9,0.01,5,1e-12,1.3079319810546844e-10,0
872,6057,1713.5250252779247,0.6,0.9,0.01,5,1e-12,2.9440425796928296e-10,0
873,6062,1763.4802614518285,1.0,0.9,0.01,5,1e-12,1.614725533740591e-10,0
874,6067,1665.9229774956505,0.6,0.9,0.01,5,1e-12,7.501753091556297e-11,0
875,6072,1690.1728703910283,1.0,0.9,0.01,5,1e-12,4.2834869868683226e-11,0
876,6077,1679.9831245218036,0.6,0.9,0.01,5,1e-12,3.605598019958347e-11,0
877,6082,1838.610464815411,0.8,0.9,0.01,5,1e-12,3.01692300905155e-11,0
878,6087,1995.9732084264278,1.0,0.9,0.01,5,1e-12,1.7384982163197648e-11,0
879,6092,2156.649379392209,0.8,0.9,0.01,5,1e-12,1.2890332164543428e-11,0
880,6097,2369.7753325339163,0.8,0.9,0.01,5,1e-12,1.3652960518028598e-11,0
881,6102,2660.481393228518,1.0,0.9,0.01,5,1e-12,1.0911619099661255e-11,0
882,6107,2935.028348932431,0.8,0.9,0.01,5,1e-12,6.92812262273011e-12,0
883,6112,3188.355087123039,0.8,0.9,0.01,5,1e-12,7.762990324473019e-12,0
884,6116,3461.2352939384173,0.25,0.015485894338048995,0.0019912029254017106,4,1e-12,7.947224043371914e-12,0
885,6120,3710.827381435216,1.0,0.017034483771853896,0.01,4,1e-12,7.804169022367543e-12,0
886,6124,3788.9172248946684,0.5,0.017034483771853896,0.01,4,1e-12,7.683311952279145e-12,0
887,6128,3885.65991236118,0.75,0.018737932149039287,0.01,4,1e-12,7.541186602235737e-12,0
888,6132,3932.8654991490166,0.75,0.020611725363943217,0.01,4,1e-12,7.264731849566677e-12,0
889,6136,4045.3034127824094,0.75,0.02267289790033754,0.01,4,1e-12,7.1791853547860294e-12,0
890,6140,4063.70540742126,0.5,0.02267289790033754,0.01,4,1e-12,6.969269289731309e-12,0
891,6144,4170.765922896407,0.75,0.024940187690371297,0.01,4,1e-12,6.806987718068471e-12,0
892,6148,4294.995015917575,0.75,0.02743420645940843,0.01,4,1e-12,6.518008594613628e-12,0
893,6152,4218.012906158115,1.0,0.030177627105349276,0.01,4,1e-12,6.383195526700823e-12,0
894,6156,4161.773226870542,1.0,0.033195389815884206,0.01,4,1e-12,6.3029783590951236e-12,0
895,6160,4188.919087565949,1.0,0.03651492879747263,0.01,4,1e-12,6.256791819345686e-12,0
896,6164,4119.601146547457,0.75,0.0401664216772199,0.01,4,1e-12,5.678493874968501e-12,0
897,6168,4111.448143223027,1.0,0.044183063844941896,0.01,4,1e-12,5.5606032577010045e-12,0
898,6172,4394.4012925636425,0.75,0.048601370229436086,0.01,4,1e-12,5.535348573341411e-12,0
899,6176,4560.717598912849,1.0,0.0534615072523797,0.01,4,1e-12,5.4121166481212275e-12,0
900,6180,4847.646972811121,1.0,0.058807657977617674,0.01,4,1e-12,5.699379273026335e-12,0
901,6184,5063.052085309421,0.5,0.058807657977617674,0.01,4,1e-12,5.6618624981017155e-12,0
902,6188,5123.16525032451,0.75,0.06468842377537945,0.01,4,1e-12,5.589900215330603e-12,0
903,6192,5205.992143416579,1.0,0.0711572661529174,0.01,4,1e-12,5.3559607006215666e-12,0
904,6196,4999.776918690023,0.0,0.06404153953762566,0.011000000000000001,4,1e-12,5.344376053990362e-12,0
905,6200,4860.277008582986,0.75,0.07044569349138824,0.01,4,1e-12,5.133612518246306e-12,0
906,6204,4809.810501229624,0.5,0.07044569349138824,0.01,4,1e-12,5.4449771376064935e-12,0
907,6208,4727.727303989518,1.0,0.07749026284052707,0.01,4,1e-12,5.265454212749988e-12,0
908,6212,4552.657862533941,0.75,0.08523928912457979,0.01,4,1e-12,4.970204338924477e-12,0
909,6216,4467.5655775371215,1.0,0.09376321803703777,0.01,4,1e-12,4.799879602318724e-12,0
910,6220,4452.223096443856,0.75,0.10313953984074156,0.01,4,1e-12,4.505401567534427e-12,0
911,6224,4551.092228552155,0.5,0.10313953984074156,0.01,4,1e-12,4.183310340722643e-12,0
912,6228,4502.9674787970125,0.5,0.10313953984074156,0.01,4,1e-12,4.293082883018947e-12,0
913,6232,4348.582135310547,1.0,0.11345349382481573,0.01,4,1e-12,4.052362560125307e-12,0
914,6236,4438.413853290174,0.75,0.12479884320729731,0.01,4,1e-12,3.812954464166804e-12,0
915,6240,4522.696782517997,1.0,0.13727872752802706,0.01,4,1e-12,4.929785980556504e-12,0
916,6244,4481.717324015957,1.0,0.15100660028082977,0.01,4,1e-12,4.8279359424925195e-12,0
917,6248,4393.534896314627,0.75,0.16610726030891276,0.01,4,1e-12,4.624648782567206e-12,0
918,6252,4422.778066177871,0.75,0.18271798633980404,0.01,4,1e-12,4.878170582778191e-12,0
919,6256,4368.312138502068,0.5,0.18271798633980404,0.01,4,1e-12,4.901626023539434e-12,0
920,6260,4542.685056331852,0.75,0.20098978497378447,0.01,4,1e-12,4.739239137465806e-12,0
921,6264,4695.626301762756,0.75,0.22108876347116294,0.01,4,1e-12,4.238355934783247e-12,0
922,6268,4850.247201176438,0.75,0.24319763981827924,0.01,4,1e-12,3.804253830532423e-12,0
923,6272,5059.67137197501,1.0,0.2675174038001072,0.01,4,1e-12,3.3169038032531405e-12,0
924,6276,5440.230470805098,0.5,0.2675174038001072,0.01,4,1e-12,3.6184513000316156e-12,0
925,6280,5391.412539022167,0.0,0.24076566342009648,0.011000000000000001,4,1e-12,4.107396774332362e-12,0
926,6284,5254.911737551111,1.0,0.26484222976210614,0.01,4,1e-12,3.605434922761363e-12,0
927,6288,5348.694829791092,0.0,0.23835800678589553,0.011000000000000001,4,1e-12,4.775648874395712e-12,0
928,6292,5467.244181190019,0.25,0.23835800678589553,0.011000000000000001,4,1e-12,4.349184274163579e-12,0
929,6296,5360.041618977855,0.25,0.23835800678589553,0.011000000000000001,4,1e-12,3.777871661755606e-12,0
930,6300,5267.757038287737,1.0,0.2621938074644851,0.01,4,1e-12,3.503493764430093e-12,0
931,6304,4925.850849148476,0.75,0.28841318821093365,0.01,4,1e-12,4.155546461409518e-12,0
932,6308,4755.733600079077,0.75,0.317254507032027,0.01,4,1e-12,3.747375360217442e-12,0
933,6312,4776.7760285434015,0.75,0.3489799577352297,0.01,4,1e-12,4.041340710285337e-12,0
934,6316,4912.039151193339,0.25,0.3489799577352297,0.01,4,1e-12,1.0998179523870528e-11,0
935,6320,5084.099557021481,1.0,0.3838779535087527,0.01,4,1e-12,9.741289818832395e-12,0
936,6324,5358.928205847027,0.75,0.42226574885962803,0.01,4,1e-12,7.72548184480141e-12,0
937,6328,5672.221157735916,1.0,0.46449232374559085,0.01,4,1e-12,5.855852106071577e-12,0
938,6332,5861.734558534006,0.25,0.46449232374559085,0.01,4,1e-12,4.434225453675007e-12,0
939,6336,6126.090736107632,0.5,0.46449232374559085,0.01,4,1e-12,3.6370181994225758e-12,0
940,6340,5967.672828692395,0.75,0.51094155612015,0.01,4,1e-12,3.7468961637217614e-12,0
941,6344,5870.33349899419,0.25,0.51094155612015,0.01,4,1e-12,6.773633050436453e-12,0
942,6348,5830.754581850645,0.25,0.51094155612015,0.01,4,1e-12,5.2698349643016224e-12,0
943,6352,5944.6808446449695,0.5,0.51094155612015,0.01,4,1e-12,5.808383251986566e-12,0
944,6356,5900.185460510729,0.75,0.562035711732165,0.01,4,1e-12,4.391843236746473e-12,0
945,6360,5813.575967717829,0.75,0.6182392829053815,0.01,4,1e-12,5.871563248356134e-12,0
946,6364,5922.453438598426,0.75,0.6800632111959197,0.01,4,1e-12,5.122453268499977e-12,0
947,6368,6138.636512361865,0.75,0.7480695323155118,0.01,4,1e-12,5.629778167505215e-12,0
948,6372,6454.6991103077835,0.5,0.7480695323155118,0.01,4,1e-12,6.217205481327911e-12,0
949,6376,6677.473350409697,0.75,0.822876485547063,0.01,4,1e-12,5.610754095461365e-12,0
950,6380,7115.319570232003,0.5,0.822876485547063,0.01,4,1e-12,5.034767966108448e-12,0
951,6384,7194.968052615226,0.25,0.822876485547063,0.01,4,1e-12,1.067178867690383e-11,0
952,6388,7037.473612130594,0.25,0.822876485547063,0.01,4,1e-12,8.298152960030867e-12,0
953,6392,6641.238128786115,0.75,0.9,0.01,4,1e-12,1.1052111780311684e-11,0
954,6396,6339.692198072825,0.75,0.9,0.01,4,1e-12,1.488859969327503e-11,0
955,6400,6270.050138779156,0.0,0.81,0.011000000000000001,4,1e-12,3.840094692179654e-11,0
956,6404,6117.134446777021,0.5,0.81,0.011000000000000001,4,1e-12,7.97683821552319e-11,0
957,6408,5910.215579262707,0.75,0.8910000000000001,0.01,4,1e-12,5.127990365609996e-11,0
958,6412,5799.966196320981,0.5,0.8910000000000001,0.01,4,1e-12,2.878315101302451e-11,0
959,6416,5620.750665377571,0.25,0.8910000000000001,0.01,4,1e-12,2.265191647215199e-11,0
960,6420,5462.313979200369,0.75,0.9,0.01,4,1e-12,1.4143976588885553e-11,0
961,6424,5103.223100484079,0.25,0.9,0.01,4,1e-12,1.7518285358257662e-11,0
962,6428,4811.373548961089,0.75,0.9,0.01,4,1e-12,5.674000194735025e-12,0
963,6432,4528.662926864394,0.5,0.9,0.01,4,1e-12,5.9984821151201335e-12,0
964,6436,4262.559357425228,0.75,0.9,0.01,4,1e-12,9.597291933034661e-12,0
965,6440,4010.1799005981793,0.25,0.9,0.01,4,1e-12,4.676436670238456e-11,0
966,6444,3797.2073683540684,0.75,0.9,0.01,4,1e-12,5.053488033481185e-11,0
967,6448,3529.7807842316765,1.0,0.9,0.01,4,1e-12,1.0300969652172592e-11,0
968,6452,3480.9333781537434,1.0,0.9,0.01,4,1e-12,8.389141844452546e-12,0
969,6456,3498.5590673707143,1.0,0.9,0.01,4,1e-12,8.8865882896595e-12,0
970,6460,3364.478773587654,0.75,0.9,0.01,4,1e-12,5.2923473699625596e-12,0
971,6464,3219.077016746156,1.0,0.9,0.01,4,1e-12,2.0199831959701187e-11,0
972,6468,3429.125520823253,0.75,0.9,0.01,4,1e-12,2.6238343111198127e-11,0
973,6472,3580.7197915740953,0.5,0.9,0.01,4,1e-12,1.826759912257938e-11,0
974,6476,3674.0856585624883,0.75,0.9,0.01,4,1e-12,1.52500553159403e-11,0
975,6480,3740.458754065356,0.5,0.9,0.01,4,1e-12,1.0328982770442874e-11,0
976,6484,3593.396337469345,0.5,0.9,0.01,4,1e-12,2.9000536859366064e-11,0
977,6488,3641.3379256044295,0.75,0.9,0.01,4,1e-12,5.97193800056487e-11,0
978,6492,3802.935543299517,1.0,0.9,0.01,4,1e-12,3.795954133341312e-11,0
979,6496,3756.2729392023666,1.0,0.9,0.01,4,1e-12,4.2533649557673725e-11,0
980,6500,3698.055822137608,1.0,0.9,0.01,4,1e-12,3.172031144417575e-11,0
981,6504,3669.6615496072814,1.0,0.9,0.01,4,1e-12,2.731348990594619e-11,0
982,6508,3512.5836052133513,1.0,0.9,0.01,4,1e-12,1.471030596236517e-11,0
983,6512,3537.7843116152594,1.0,0.9,0.01,4,1e-12,2.0713434262910766e-11,0
984,6516,3641.728364470817,0.25,0.9,0.01,4,1e-12,7.855805764781319e-11,0
985,6520,3716.675421744225,1.0,0.9,0.01,4,1e-12,4.948492285444199e-11,0
986,6524,3780.1789663829663,1.0,0.9,0.01,4,1e-12,4.632643646677637e-11,0
987,6528,3854.90085642,0.5,0.9,0.01,4,1e-12,4.695606112479599e-11,0
988,6532,3937.952566000385,0.25,0.9,0.01,4,1e-12,9.015386871322993e-11,0
989,6536,4006.5105359242543,1.0,0.9,0.01,4,1e-12,1.3586933837419106e-10,0
990,6540,4119.286576097623,0.5,0.9,0.01,4,1e-12,7.785753408525867e-11,0
991,6544,4318.559729296779,0.75,0.9,0.01,4,1e-12,4.407638759655164e-11,0
992,6548,4390.680748373587,0.5,0.9,0.01,4,1e-12,2.632588906703613e-11,0
993,6552,4317.145360432971,1.0,0.9,0.01,4,1e-12,3.301743198141489e-11,0
994,6556,4186.7854154694605,0.0,0.81,0.011000000000000001,4,1e-12,2.988793866434319e-11,0
995,6560,4318.096296036304,0.5,0.81,0.011000000000000001,4,1e-12,3.9594810744739915e-11,0
996,6564,4352.964295119645,0.5,0.81,0.011000000000000001,4,1e-12,4.132296189682869e-11,0
997,6568,4472.785841962084,0.75,0.8910000000000001,0.01,4,1e-12,3.1652446631363056e-11,0
998,6572,4523.979792288747,0.75,0.9,0.01,4,1e-12,2.911360490454118e-11,0
999,6576,4676.373732120109,0.25,0.9,0.01,4,1e-12,3.394242924408747e-11,0
1000,6580,4697.05972358837,0.75,0.9,0.01,4,1e-12,2.4355932248615312e-11,0
1001,6584,4745.352422181912,1.0,0.9,0.01,4,1e-12,2.837215637940898e-11,0
1002,6588,4543.538053832801,1.0,0.9,0.01,4,1e-12,8.180653679791992e-11,0
1003,6592,4409.035759967193,1.0,0.9,0.01,4,1e-12,4.8400082367447546e-11,0
1004,6596,4295.827025924874,1.0,0.9,0.01,4,1e-12,5.535233342279487e-11,0
1005,6600,4244.542940568131,1.0,0.9,0.01,4,1e-12,3.436465334926705e-11,0
1006,6604,4289.058969681727,1.0,0.9,0.01,4,1e-12,2.258562910305319e-11,0
1007,6608,4271.72239275024,0.75,0.9,0.01,4,1e-12,3.838760189530383e-11,0
1008,6612,4241.436072995366,0.75,0.9,0.01,4,1e-12,4.9691790744104264e-11,0
1009,6616,4194.072016502443,1.0,0.9,0.01,4,1e-12,2.753360449249988e-11,0
1010,6620,3933.3177665219227,0.25,0.9,0.01,4,1e-12,3.208345238178303e-11,0
1011,6624,3628.892869461359,0.5,0.9,0.01,4,1e-12,5.691197116620916e-11,0
1012,6628,3452.7675010591065,0.75,0.9,0.01,4,1e-12,3.991126694520793e-11,0
1013,6632,3357.3258145439336,0.75,0.9,0.01,4,1.0192804821742182e-12,5.737976440462856e-11,0
1014,6636,3118.5326004791377,1.0,0.9,0.01,4,1e-12,1.0838089679407448e-10,0
1015,6640,2922.468784752804,1.0,0.9,0.01,4,1e-12,1.293780130919382e-10,0
1016,6644,2753.604598511341,0.0,0.81,0.011000000000000001,4,1e-12,1.4766293880198323e-10,0
1017,6648,2703.6575680345445,0.25,0.81,0.011000000000000001,4,1e-12,4.2939245617183015e-10,0
1018,6652,2683.1337070258755,1.0,0.8910000000000001,0.01,4,1e-12,3.0150058740830075e-10,0
1019,6656,2571.2604952295483,0.75,0.9,0.01,4,1e-12,7.635072680882205e-10,0
1020,6660,2552.8851275817337,1.0,0.9,0.01,4,1e-12,4.748872100453339e-10,0
1021,6664,2587.9019712979302,0.25,0.9,0.01,4,1e-12,2.410567121367849e-09,0
1022,6668,2596.6534281915074,1.0,0.9,0.01,4,1e-12,6.215961276055667e-09,0
0,10,0.4884292718956537,0.6,0.016812206977226886,0.018138854485087532,10,0.9533643540289994,1.0364860396167268,1
1,20,0.4558712938252113,1.0,0.018493427674949575,0.01632496903657878,10,0.9332936849037651,1.0712325590678264,1
