gen,evals,F_mean,CR_mean,p,pop_size,success_rate,niche
198,6565,0.5,0.22868231664726438,0.25,6,0.0,1
199,6570,0.5,0.22868231664726438,0.25,5,0.0,1
200,6575,0.5,0.22868231664726438,0.25,5,0.0,1
201,6580,0.5,0.22868231664726438,0.25,5,0.0,1
202,6585,0.5,0.22868231664726438,0.25,5,0.0,1
203,6590,0.5,0.22868231664726438,0.25,5,0.0,1
204,6595,0.5,0.22868231664726438,0.25,5,0.0,1
205,6600,0.5,0.22868231664726438,0.25,5,0.0,1
206,6605,0.5,0.22868231664726438,0.25,5,0.0,1
207,6610,0.5,0.22868231664726438,0.25,5,0.0,1
208,6615,0.5,0.22868231664726438,0.25,5,0.0,1
209,6620,0.5,0.22868231664726438,0.25,5,0.0,1
210,6625,0.5,0.22868231664726438,0.25,5,0.0,1
211,6630,0.5,0.028682316647264346,0.25,5,0.2,1
212,6635,0.5,0.028682316647264346,0.25,5,0.0,1
0,200,0.5,0.5131936431157273,0.11,100,0.6,2
1,294,0.5,0.5113348157350643,0.11,94,0.5212765957446809,2
2,386,0.5,0.5140359290165494,0.11,92,0.391304347826087,2
3,475,0.5,0.5193481870128938,0.11,89,0.4606741573033708,2
4,561,0.5,0.5088225586589188,0.08800000000000001,86,0.45348837209302323,2
5,645,0.5,0.5100726478803818,0.0704,84,0.27380952380952384,2
6,726,0.5,0.507280004975925,0.05632000000000001,81,0.345679012345679,2
7,805,0.5,0.5116013902381358,0.05,79,0.25316455696202533,2
8,882,0.5,0.5078576846538074,0.05,77,0.2727272727272727,2
9,957,0.5,0.5108503469393524,0.05,75,0.14666666666666667,2
10,1029,0.5,0.4904465036950927,0.05,72,0.16666666666666666,2
11,1099,0.5,0.4933245976673004,0.05,70,0.14285714285714285,2
12,1167,0.5,0.4929057849608827,0.05,68,0.22058823529411764,2
13,1233,0.5,0.5071938971006695,0.05,66,0.15151515151515152,2
14,1297,0.5,0.46288134767476674,0.05,64,0.125,2
15,1360,0.5,0.45520688209181354,0.05,63,0.12698412698412698,2
16,1421,0.5,0.4523923356891511,0.05,61,0.13114754098360656,2
17,1480,0.5,0.43918187682618176,0.07500000000000001,59,0.15254237288135594,2
18,1537,0.5,0.4355176194734315,0.11250000000000002,57,0.10526315789473684,2
19,1593,0.5,0.4254718800106449,0.16875,56,0.23214285714285715,2
20,1647,0.5,0.41037919031298103,0.25,54,0.09259259259259259,2
21,1700,0.5,0.3979964177340205,0.25,53,0.1509433962264151,2
22,1751,0.5,0.37548791363796113,0.25,51,0.09803921568627451,2
23,1801,0.5,0.36877121023265735,0.25,50,0.1,2
24,1849,0.5,0.3659779262461207,0.25,48,0.1875,2
25,1896,0.5,0.31190631390302787,0.25,47,0.14893617021276595,2
26,1941,0.5,0.30735053957942765,0.25,45,0.08888888888888889,2
27,1985,0.5,0.3027903702156111,0.25,44,0.09090909090909091,2
28,2028,0.5,0.2849234010186626,0.25,43,0.09302325581395349,2
29,2070,0.5,0.27119816143542474,0.25,42,0.16666666666666666,2
30,2110,0.5,0.26172814670291,0.25,40,0.3,2
31,2149,0.5,0.2523355459546722,0.25,39,0.05128205128205128,2
32,2187,0.5,0.24903039669198274,0.25,38,0.13157894736842105,2
33,2224,0.5,0.2322548088832658,0.25,37,0.10810810810810811,2
34,2260,0.5,0.2522978947790381,0.25,36,0.1111111111111111,2
35,2295,0.5,0.2816323221776895,0.25,35,0.22857142857142856,2
36,2329,0.5,0.2736671792520063,0.25,34,0.17647058823529413,2
37,2362,0.5,0.27170983805206383,0.25,33,0.030303030303030304,2
38,2394,0.5,0.25657262006855525,0.25,32,0.0625,2
39,2425,0.5,0.22368461231632691,0.25,31,0.0967741935483871,2
40,2455,0.5,0.23324366020064527,0.25,30,0.1,2
41,2484,0.5,0.23834969767881325,0.25,29,0.034482758620689655,2
42,2512,0.5,0.20736564822966153,0.25,28,0.10714285714285714,2
43,2540,0.5,0.20338570669574513,0.25,28,0.03571428571428571,2
44,2567,0.5,0.199026989595592,0.25,27,0.25925925925925924,2
45,2593,0.5,0.2106802172864602,0.25,26,0.15384615384615385,2
46,2618,0.5,0.21234411688366833,0.25,25,0.08,2
47,2643,0.5,0.1967446758591955,0.25,25,0.2,2
48,2667,0.5,0.18121470215441163,0.25,24,0.08333333333333333,2
49,2690,0.5,0.17959640725550916,0.25,23,0.17391304347826086,2
50,2713,0.5,0.18357448420398098,0.25,23,0.13043478260869565,2
51,2735,0.5,0.21772528743293057,0.25,22,0.045454545454545456,2
52,2756,0.5,0.20838331053062062,0.25,21,0.19047619047619047,2
53,2777,0.5,0.2094462835780555,0.25,21,0.09523809523809523,2
54,2797,0.5,0.22655508534043686,0.25,20,0.2,2
55,2816,0.5,0.22655508534043686,0.25,19,0.0,2
56,2835,0.5,0.22655508534043686,0.25,19,0.0,2
57,2853,0.5,0.19404278284404491,0.25,18,0.1111111111111111,2
58,2871,0.5,0.12271398236586743,0.25,18,0.05555555555555555,2
59,2888,0.5,0.134409973766896,0.25,17,0.17647058823529413,2
60,2905,0.5,0.134409973766896,0.25,17,0.0,2
61,2921,0.5,0.10645857451240066,0.25,16,0.125,2
62,2937,0.5,0.12501971426999486,0.25,16,0.125,2
63,2952,0.5,0.12501971426999486,0.25,15,0.0,2
64,2967,0.5,0.11174406252023009,0.25,15,0.06666666666666667,2
65,2982,0.5,0.11174406252023009,0.25,15,0.0,2
66,2996,0.5,0.11174406252023009,0.25,14,0.0,2
67,3010,0.5,0.11371294837777682,0.25,14,0.21428571428571427,2
68,3023,0.5,0.09833010153448714,0.25,13,0.3076923076923077,2
69,3036,0.5,0.10155318676546374,0.25,13,0.07692307692307693,2
70,3049,0.5,0.10155318676546374,0.25,13,0.0,2
71,3061,0.5,0.10155318676546374,0.25,12,0.0,2
72,3073,0.5,0.10155318676546374,0.25,12,0.0,2
73,3084,0.5,0.10148689730047396,0.25,11,0.09090909090909091,2
74,3095,0.5,0.10148689730047396,0.25,11,0.0,2
75,3106,0.5,0.14106745536688575,0.25,11,0.09090909090909091,2
76,3117,0.5,0.14106745536688575,0.25,11,0.0,2
77,3127,0.5,0.10839084297524701,0.25,10,0.1,2
78,3137,0.5,0.1176453890429725,0.25,10,0.3,2
79,3147,0.5,0.10512471645318174,0.25,10,0.1,2
80,3156,0.5,0.10512471645318174,0.25,9,0.0,2
81,3165,0.5,0.08806134240943593,0.25,9,0.2222222222222222,2
82,3174,0.5,0.077800900521896,0.25,9,0.1111111111111111,2
83,3183,0.5,0.077800900521896,0.25,9,0.1111111111111111,2
84,3191,0.5,0.077800900521896,0.25,8,0.0,2
85,3199,0.5,0.077800900521896,0.25,8,0.0,2
86,3207,0.5,0.06709661422056534,0.25,8,0.25,2
87,3215,0.5,0.06709661422056534,0.25,8,0.0,2
88,3222,0.5,0.06709661422056534,0.25,7,0.0,2
89,3229,0.5,0.06709661422056534,0.25,7,0.0,2
90,3236,0.5,0.07519318166281248,0.25,7,0.14285714285714285,2
91,3243,0.5,0.053884616033978185,0.25,7,0.14285714285714285,2
92,3250,0.5,0.053884616033978185,0.25,7,0.0,2
93,3256,0.5,0.042728108529979804,0.25,6,0.16666666666666666,2
94,3262,0.5,0.04609343529383438,0.25,6,0.3333333333333333,2
95,3268,0.5,0.04609343529383438,0.25,6,0.16666666666666666,2
96,3274,0.5,0.04609343529383438,0.25,6,0.0,2
97,3280,0.5,0.04609343529383438,0.25,6,0.0,2
98,3286,0.5,0.038040178589179977,0.25,6,0.16666666666666666,2
99,3291,0.5,0.038040178589179977,0.25,5,0.0,2
100,3296,0.5,0.038040178589179977,0.25,5,0.0,2
101,3301,0.5,0.038040178589179977,0.25,5,0.0,2
102,3306,0.5,0.038040178589179977,0.25,5,0.0,2
103,3311,0.5,0.038040178589179977,0.25,5,0.0,2
104,3316,0.5,0.04243782331300741,0.25,5,0.2,2
0,200,0.5,0.5070847491167753,0.11,100,0.55,3
1,294,0.5,0.514777293944341,0.11,94,0.5106382978723404,3
2,386,0.5,0.5390746369945815,0.11,92,0.41304347826086957,3
3,475,0.5,0.5366787249624932,0.11,89,0.33707865168539325,3
4,561,0.5,0.5326053078173356,0.08800000000000001,86,0.3953488372093023,3
5,645,0.5,0.5318533352171135,0.0704,84,0.35714285714285715,3
6,726,0.5,0.524871361791164,0.05632000000000001,81,0.2716049382716049,3
7,805,0.5,0.5177995970418083,0.05,79,0.26582278481012656,3
8,882,0.5,0.5185203558281294,0.05,77,0.14285714285714285,3
9,957,0.5,0.5370488255698634,0.05,75,0.25333333333333335,3
10,1029,0.5,0.5429551231191262,0.05,72,0.3055555555555556,3
11,1099,0.5,0.5265474956888799,0.05,70,0.17142857142857143,3
12,1167,0.5,0.5078833614009278,0.05,68,0.07352941176470588,3
13,1233,0.5,0.4816737720446362,0.05,66,0.19696969696969696,3
14,1297,0.5,0.5069277928396149,0.05,64,0.125,3
15,1360,0.5,0.5088619266646119,0.07500000000000001,63,0.15873015873015872,3
16,1421,0.5,0.5012607245860841,0.11250000000000002,61,0.14754098360655737,3
17,1480,0.5,0.49426799020413376,0.11250000000000002,59,0.15254237288135594,3
18,1537,0.5,0.47325916405389884,0.11250000000000002,57,0.19298245614035087,3
19,1593,0.5,0.464906459293411,0.16875,56,0.07142857142857142,3
20,1647,0.5,0.43588050339443357,0.25,54,0.09259259259259259,3
21,1700,0.5,0.4094190308455013,0.25,53,0.18867924528301888,3
22,1751,0.5,0.385587875765437,0.25,51,0.0784313725490196,3
23,1801,0.5,0.3938832120264897,0.25,50,0.16,3
24,1849,0.5,0.3208192168258646,0.25,48,0.041666666666666664,3
25,1896,0.5,0.3062462111580626,0.25,47,0.14893617021276595,3
26,1941,0.5,0.3178521649471268,0.25,45,0.2222222222222222,3
27,1985,0.5,0.29210398022183004,0.25,44,0.06818181818181818,3
28,2028,0.5,0.308266184521736,0.25,43,0.06976744186046512,3
29,2070,0.5,0.28781803063928824,0.25,42,0.14285714285714285,3
30,2110,0.5,0.2560460225860251,0.25,40,0.075,3
31,2149,0.5,0.23646432310931287,0.25,39,0.07692307692307693,3
32,2187,0.5,0.22882907073130623,0.25,38,0.13157894736842105,3
33,2224,0.5,0.21420325285843153,0.25,37,0.08108108108108109,3
34,2260,0.5,0.1841506583547347,0.25,36,0.16666666666666666,3
35,2295,0.5,0.18980410611186938,0.25,35,0.17142857142857143,3
36,2329,0.5,0.1823472323169697,0.25,34,0.11764705882352941,3
37,2362,0.5,0.18174593409209505,0.25,33,0.09090909090909091,3
38,2394,0.5,0.12080778015630507,0.25,32,0.0625,3
39,2425,0.5,0.13704421423926713,0.25,31,0.1935483870967742,3
40,2455,0.5,0.10565572098547464,0.25,30,0.06666666666666667,3
41,2484,0.5,0.07639165774792618,0.25,29,0.10344827586206896,3
42,2512,0.5,0.05892817228839233,0.25,28,0.21428571428571427,3
43,2540,0.5,0.05892817228839233,0.25,28,0.21428571428571427,3
44,2567,0.5,0.06628761226494304,0.25,27,0.14814814814814814,3
45,2593,0.5,0.05487446290938043,0.25,26,0.19230769230769232,3
46,2618,0.5,0.05059319835806899,0.25,25,0.12,3
47,2643,0.5,0.04756618501382323,0.25,25,0.16,3
48,2667,0.5,0.06320619734474864,0.25,24,0.16666666666666666,3
49,2690,0.5,0.06320619734474864,0.25,23,0.0,3
50,2713,0.5,0.08402529407472607,0.25,23,0.13043478260869565,3
51,2735,0.5,0.09450642652232626,0.25,22,0.18181818181818182,3
52,2756,0.5,0.10264924379860543,0.25,21,0.38095238095238093,3
53,2777,0.5,0.0966050248550691,0.25,21,0.09523809523809523,3
54,2797,0.5,0.0809650125241437,0.25,20,0.1,3
55,2816,0.5,0.0809650125241437,0.25,19,0.0,3
56,2835,0.5,0.08684113334037283,0.25,19,0.15789473684210525,3
57,2853,0.5,0.08684113334037283,0.25,18,0.0,3
58,2871,0.5,0.07638550544235662,0.25,18,0.16666666666666666,3
59,2888,0.5,0.080939493292571,0.25,17,0.17647058823529413,3
60,2905,0.5,0.0751305481381336,0.25,17,0.29411764705882354,3
61,2921,0.5,0.09853790717028683,0.25,16,0.125,3
62,2937,0.5,0.07463186681291457,0.25,16,0.125,3
63,2952,0.5,0.07295231884478068,0.25,15,0.2,3
64,2967,0.5,0.07295231884478068,0.25,15,0.0,3
65,2982,0.5,0.12697308438738913,0.25,15,0.13333333333333333,3
66,2996,0.5,0.13092419260215574,0.25,14,0.14285714285714285,3
67,3010,0.5,0.10751683357000248,0.25,14,0.07142857142857142,3
68,3023,0.5,0.10751683357000248,0.25,13,0.0,3
69,3036,0.5,0.10071022358139121,0.25,13,0.07692307692307693,3
70,3049,0.5,0.10071022358139121,0.25,13,0.07692307692307693,3
71,3061,0.5,0.10071022358139121,0.25,12,0.0,3
72,3073,0.5,0.10071022358139121,0.25,12,0.0,3
73,3085,0.5,0.10071022358139121,0.25,12,0.0,3
74,3096,0.5,0.10071022358139121,0.25,11,0.0,3
75,3107,0.5,0.10071022358139121,0.25,11,0.0,3
76,3118,0.5,0.0975823803747127,0.25,11,0.09090909090909091,3
77,3128,0.5,0.10084161707833186,0.25,10,0.3,3
78,3138,0.5,0.1405554068233732,0.25,10,0.1,3
79,3148,0.5,0.1265331656878436,0.25,10,0.1,3
80,3157,0.5,0.1566900014559017,0.25,9,0.2222222222222222,3
81,3166,0.5,0.10049275451352932,0.25,9,0.2222222222222222,3
82,3175,0.5,0.09359593998096538,0.25,9,0.2222222222222222,3
83,3184,0.5,0.07154712542914744,0.25,9,0.1111111111111111,3
84,3192,0.5,0.05819930026064356,0.25,8,0.125,3
85,3200,0.5,0.05819930026064356,0.25,8,0.0,3
86,3208,0.5,0.05819930026064356,0.25,8,0.0,3
87,3216,0.5,0.05819930026064356,0.25,8,0.0,3
88,3223,0.5,0.05819930026064356,0.25,7,0.0,3
89,3230,0.5,0.028042464492585427,0.25,7,0.14285714285714285,3
90,3237,0.5,0.0446590396048944,0.25,7,0.2857142857142857,3
91,3244,0.5,0.0446590396048944,0.25,7,0.0,3
92,3251,0.5,0.0446590396048944,0.25,7,0.0,3
93,3257,0.5,0.0446590396048944,0.25,6,0.0,3
94,3263,0.5,0.0446590396048944,0.25,6,0.0,3
95,3269,0.5,0.04293635289808591,0.25,6,0.16666666666666666,3
96,3275,0.5,0.025271377704862506,0.25,6,0.16666666666666666,3
97,3281,0.5,0.025271377704862506,0.25,6,0.3333333333333333,3
98,3287,0.5,0.025271377704862506,0.25,6,0.16666666666666666,3
99,3292,0.5,0.025271377704862506,0.25,5,0.0,3
100,3297,0.5,0.025271377704862506,0.25,5,0.0,3
101,3302,0.5,0.024245159495575475,0.25,5,0.4,3
102,3307,0.5,0.024245159495575475,0.25,5,0.0,3
103,3312,0.5,0.024245159495575475,0.25,5,0.0,3
104,3317,0.5,0.025854951792455744,0.25,5,0.4,3
